No.,正誤,分野名,大分類,中分類,出典
29,○,マネジメント系,サービスマネジメント,システム監査,"=HYPERLINK(""http://www.ap-siken.com/kakomon/30_haru/q57.html"",""平成30年春期 問57"")"
30,○,マネジメント系,サービスマネジメント,システム監査,"=HYPERLINK(""http://www.ap-siken.com/kakomon/30_haru/q60.html"",""平成30年春期 問60"")"
31,○,ストラテジ系,システム戦略,システム戦略,"=HYPERLINK(""http://www.ap-siken.com/kakomon/30_haru/q61.html"",""平成30年春期 問61"")"
32,○,ストラテジ系,システム戦略,システム戦略,"=HYPERLINK(""http://www.ap-siken.com/kakomon/30_haru/q64.html"",""平成30年春期 問64"")"
33,○,ストラテジ系,システム戦略,システム企画,"=HYPERLINK(""http://www.ap-siken.com/kakomon/30_haru/q65.html"",""平成30年春期 問65"")"
34,○,ストラテジ系,企業と法務,企業活動,"=HYPERLINK(""http://www.ap-siken.com/kakomon/30_haru/q68.html"",""平成30年春期 問68"")"
35,○,ストラテジ系,経営戦略,経営戦略マネジメント,"=HYPERLINK(""http://www.ap-siken.com/kakomon/30_haru/q70.html"",""平成30年春期 問70"")"
36,×,ストラテジ系,企業と法務,企業活動,"=HYPERLINK(""http://www.ap-siken.com/kakomon/30_haru/q72.html"",""平成30年春期 問72"")"
37,○,ストラテジ系,経営戦略,ビジネスインダストリ,"=HYPERLINK(""http://www.ap-siken.com/kakomon/30_haru/q73.html"",""平成30年春期 問73"")"
38,○,ストラテジ系,企業と法務,企業活動,"=HYPERLINK(""http://www.ap-siken.com/kakomon/30_haru/q75.html"",""平成30年春期 問75"")"
39,×,ストラテジ系,企業と法務,企業活動,"=HYPERLINK(""http://www.ap-siken.com/kakomon/30_haru/q77.html"",""平成30年春期 問77"")"
40,○,ストラテジ系,企業と法務,法務,"=HYPERLINK(""http://www.ap-siken.com/kakomon/30_haru/q79.html"",""平成30年春期 問79"")"
 
