No.,正誤,分野名,大分類,中分類,出典
26,×,マネジメント系,プロジェクトマネジメント,プロジェクトマネジメント,"=HYPERLINK(""http://www.ap-siken.com/kakomon/28_haru/q51.html"",""平成28年春期 問51"")"
27,○,マネジメント系,プロジェクトマネジメント,プロジェクトマネジメント,"=HYPERLINK(""http://www.ap-siken.com/kakomon/28_haru/q53.html"",""平成28年春期 問53"")"
28,○,マネジメント系,サービスマネジメント,サービスマネジメント,"=HYPERLINK(""http://www.ap-siken.com/kakomon/28_haru/q56.html"",""平成28年春期 問56"")"
29,○,マネジメント系,サービスマネジメント,サービスマネジメント,"=HYPERLINK(""http://www.ap-siken.com/kakomon/28_haru/q57.html"",""平成28年春期 問57"")"
30,×,マネジメント系,サービスマネジメント,システム監査,"=HYPERLINK(""http://www.ap-siken.com/kakomon/28_haru/q60.html"",""平成28年春期 問60"")"
31,×,ストラテジ系,システム戦略,システム戦略,"=HYPERLINK(""http://www.ap-siken.com/kakomon/28_haru/q62.html"",""平成28年春期 問62"")"
32,○,ストラテジ系,経営戦略,経営戦略マネジメント,"=HYPERLINK(""http://www.ap-siken.com/kakomon/28_haru/q64.html"",""平成28年春期 問64"")"
33,×,ストラテジ系,システム戦略,システム企画,"=HYPERLINK(""http://www.ap-siken.com/kakomon/28_haru/q65.html"",""平成28年春期 問65"")"
34,○,ストラテジ系,経営戦略,経営戦略マネジメント,"=HYPERLINK(""http://www.ap-siken.com/kakomon/28_haru/q67.html"",""平成28年春期 問67"")"
35,○,ストラテジ系,経営戦略,技術戦略マネジメント,"=HYPERLINK(""http://www.ap-siken.com/kakomon/28_haru/q70.html"",""平成28年春期 問70"")"
36,○,ストラテジ系,経営戦略,ビジネスインダストリ,"=HYPERLINK(""http://www.ap-siken.com/kakomon/28_haru/q72.html"",""平成28年春期 問72"")"
37,×,ストラテジ系,経営戦略,ビジネスインダストリ,"=HYPERLINK(""http://www.ap-siken.com/kakomon/28_haru/q73.html"",""平成28年春期 問73"")"
38,○,ストラテジ系,企業と法務,企業活動,"=HYPERLINK(""http://www.ap-siken.com/kakomon/28_haru/q76.html"",""平成28年春期 問76"")"
39,×,ストラテジ系,企業と法務,企業活動,"=HYPERLINK(""http://www.ap-siken.com/kakomon/28_haru/q77.html"",""平成28年春期 問77"")"
40,×,ストラテジ系,企業と法務,法務,"=HYPERLINK(""http://www.ap-siken.com/kakomon/28_haru/q79.html"",""平成28年春期 問79"")"
 
