No.,正誤,分野名,大分類,中分類,出典
32,○,ストラテジ系,システム戦略,システム戦略,"=HYPERLINK(""http://www.ap-siken.com/kakomon/27_haru/q63.html"",""平成27年春期 問63"")"
33,○,ストラテジ系,システム戦略,システム企画,"=HYPERLINK(""http://www.ap-siken.com/kakomon/27_haru/q66.html"",""平成27年春期 問66"")"
34,×,ストラテジ系,経営戦略,経営戦略マネジメント,"=HYPERLINK(""http://www.ap-siken.com/kakomon/27_haru/q67.html"",""平成27年春期 問67"")"
35,×,ストラテジ系,経営戦略,経営戦略マネジメント,"=HYPERLINK(""http://www.ap-siken.com/kakomon/27_haru/q69.html"",""平成27年春期 問69"")"
36,×,ストラテジ系,経営戦略,ビジネスインダストリ,"=HYPERLINK(""http://www.ap-siken.com/kakomon/27_haru/q71.html"",""平成27年春期 問71"")"
37,○,ストラテジ系,経営戦略,ビジネスインダストリ,"=HYPERLINK(""http://www.ap-siken.com/kakomon/27_haru/q73.html"",""平成27年春期 問73"")"
38,○,ストラテジ系,企業と法務,企業活動,"=HYPERLINK(""http://www.ap-siken.com/kakomon/27_haru/q75.html"",""平成27年春期 問75"")"
39,×,ストラテジ系,企業と法務,企業活動,"=HYPERLINK(""http://www.ap-siken.com/kakomon/27_haru/q78.html"",""平成27年春期 問78"")"
40,○,ストラテジ系,企業と法務,法務,"=HYPERLINK(""http://www.ap-siken.com/kakomon/27_haru/q79.html"",""平成27年春期 問79"")"
 
